feedback_id,source,timestamp,text,state,district,service,category,language,experience,urgency,issue_date,action_requested,data_type
SURVEY_006054,Survey,2025-10-30 19:46:00,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். Residents in Kavaratti need a clearer way to follow up on civic service complaints. I request the concerned authority to take action.,Lakshadweep,Kavaratti,Other Public Services,Other Public Services,Tamil,Very Poor,Medium,2025-10-15,Yes,synthetic
SURVEY_006055,Survey,2026-07-29 00:03:00,The electricity voltage near Chandigarh is unstable and appliances are being affected. This needs attention from the concerned department.,Chandigarh,Chandigarh,Electricity,Electricity,English,Average,Low,2026-07-16,Yes,synthetic
SURVEY_006056,Survey,2026-05-31 16:09:00,Residents in Udaipur need easier access to primary healthcare services. I hope the issue can be resolved soon.,Tripura,Udaipur,Healthcare,Healthcare,English,Very Poor,Medium,2026-05-12,Yes,synthetic
SURVEY_006057,Survey,2025-01-27 02:20:00,कृपया इस समस्या पर ध्यान दें। Public transport services near Pune should be more frequent during peak hours. I request the concerned authority to take action.,Maharashtra,Pune,Public Transport,Public Transport,Hindi,Very Good,High,2025-01-19,No,synthetic
SURVEY_006058,Survey,2026-06-30 18:18:00,Parents in Vijayawada have reported delays in receiving information from the school. Please look into this issue.,Andhra Pradesh,Vijayawada,Education,Education,English,Very Good,High,2026-05-31,Yes,synthetic
SURVEY_006059,Survey,2025-05-21 03:04:00,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. The civic facility near Raipur needs better maintenance. I request the concerned authority to take action.,Chhattisgarh,Raipur,Other Public Services,Other Public Services,Telugu,Average,Low,2025-04-25,Yes,synthetic
SURVEY_006060,Survey,2026-03-24 03:36:00,The public safety issue reported near Port Blair needs quicker follow-up. Please provide an update on the issue.,Andaman and Nicobar Islands,Port Blair,Police & Public Safety,Police & Public Safety,English,Good,Low,2026-02-22,No,synthetic
SURVEY_006061,Survey,2026-06-25 06:08:00,"దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. Vehicles are frequently parked on the road near Nongpoh, causing unnecessary congestion. I request the concerned authority to take action.",Meghalaya,Nongpoh,Roads & Traffic,Roads & Traffic,Telugu,Poor,High,2026-06-23,Yes,synthetic
SURVEY_006062,Survey,2025-10-20 05:34:00,Students in Rishikesh are facing delays in scholarship-related services. Please look into this issue.,Uttarakhand,Rishikesh,Education,Education,English,Poor,Low,2025-10-16,Yes,synthetic
SURVEY_006063,Survey,2025-07-07 22:55:00,The public school near South Delhi needs improvements to basic facilities.,Delhi,South Delhi,Education,Education,English,Average,High,2025-06-29,No,synthetic
SURVEY_006064,Survey,2026-04-20 16:33:00,The electricity voltage near Dimapur is unstable and appliances are being affected. I hope the issue can be resolved soon.,Nagaland,Dimapur,Electricity,Electricity,English,Very Poor,Medium,2026-04-03,No,synthetic
SURVEY_006065,Survey,2025-04-16 18:01:00,"Garbage has not been collected regularly near Pune, and waste is accumulating. Please provide an update on the issue.",Maharashtra,Pune,Sanitation & Waste,Sanitation & Waste,English,Average,Low,2025-03-06,Already resolved,synthetic
SURVEY_006066,Survey,2025-03-25 18:51:00,"The healthcare service near Bishnupur was helpful, but staffing appears to be limited. Please look into this issue.",Manipur,Bishnupur,Healthcare,Healthcare,English,Good,Low,2025-02-20,Already resolved,synthetic
SURVEY_006067,Survey,2026-08-13 16:26:00,Public transport near Pasighat is overcrowded during morning and evening peak hours. Please provide an update on the issue.,Arunachal Pradesh,Pasighat,Public Transport,Public Transport,English,Average,High,2026-07-07,Yes,synthetic
SURVEY_006068,Survey,2025-10-04 11:10:00,Traffic enforcement around Kavaratti should be improved during busy hours. I hope the issue can be resolved soon.,Lakshadweep,Kavaratti,Police & Public Safety,Police & Public Safety,English,Poor,Critical,2025-09-30,Yes,synthetic
SURVEY_006069,Survey,2026-03-10 03:23:00,There has been an irregular water supply in the Thiruvananthapuram area for the past few days. Please provide an update on the issue.,Kerala,Thiruvananthapuram,Water Supply,Water Supply,English,Very Good,Medium,2026-02-15,Already resolved,synthetic
SURVEY_006070,Survey,2026-03-23 14:39:00,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. We have been waiting for an electricity connection or service update in North Delhi. This needs attention from the concerned department.,Delhi,North Delhi,Electricity,Electricity,Kannada,Good,Low,2026-03-05,Yes,synthetic
SURVEY_006071,Survey,2025-05-05 22:08:00,कृपया इस समस्या पर ध्यान दें। There appears to be an issue with the electricity bill for the Vijayawada area.,Andhra Pradesh,Vijayawada,Electricity,Electricity,Hindi,Average,Medium,2025-04-15,No,synthetic
SURVEY_006072,Survey,2026-02-19 16:21:00,"Vehicles are frequently parked on the road near Agra, causing unnecessary congestion. I request the concerned authority to take action.",Uttar Pradesh,Agra,Roads & Traffic,Roads & Traffic,English,Average,Medium,2026-01-06,Yes,synthetic
SURVEY_006073,Survey,2025-11-02 10:44:00,"कृपया इस समस्या पर ध्यान दें। Residents near Haridwar are facing water shortages, especially in the morning.",Uttarakhand,Haridwar,Water Supply,Water Supply,Hindi,Good,Low,2025-09-23,Yes,synthetic
SURVEY_006074,Survey,2025-07-13 13:14:00,कृपया इस समस्या पर ध्यान दें। The waiting time at the public health facility near Nongpoh is very long. I hope the issue can be resolved soon.,Meghalaya,Nongpoh,Healthcare,Healthcare,Hindi,Poor,Low,2025-06-28,Yes,synthetic
SURVEY_006075,Survey,2026-06-06 23:03:00,The police response near Thoubal was delayed and the issue needs attention. Please look into this issue.,Manipur,Thoubal,Police & Public Safety,Police & Public Safety,English,Good,Low,2026-05-03,Yes,synthetic
SURVEY_006076,Survey,2025-12-25 12:31:00,The civic facility near Rishikesh needs better maintenance. Please provide an update on the issue.,Uttarakhand,Rishikesh,Other Public Services,Other Public Services,English,Very Good,Critical,2025-12-04,Yes,synthetic
SURVEY_006077,Survey,2026-06-27 05:40:00,"దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. Vehicles are frequently parked on the road near Kohima, causing unnecessary congestion. Please provide an update on the issue.",Nagaland,Kohima,Roads & Traffic,Roads & Traffic,Telugu,Very Good,Medium,2026-06-09,Already resolved,synthetic
SURVEY_006078,Survey,2026-04-02 23:48:00,The police response near Bhilai was delayed and the issue needs attention. I request the concerned authority to take action.,Chhattisgarh,Bhilai,Police & Public Safety,Police & Public Safety,English,Good,High,2026-03-05,Yes,synthetic
SURVEY_006079,Survey,2025-12-27 00:56:00,The online government service for residents of Haldwani needs better reliability. Please look into this issue.,Uttarakhand,Haldwani,Government Documents,Government Documents,English,Average,Low,2025-11-19,Already resolved,synthetic
SURVEY_006080,Survey,2026-02-10 05:48:00,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. The area around Gaya needs more regular cleaning and waste collection.,Bihar,Gaya,Sanitation & Waste,Sanitation & Waste,Malayalam,Very Poor,Medium,2026-02-08,Yes,synthetic
SURVEY_006081,Survey,2025-07-06 01:04:00,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். The government hospital near Tura needs better availability of essential medicines. Please look into this issue.,Meghalaya,Tura,Healthcare,Healthcare,Tamil,Very Poor,High,2025-06-25,Already resolved,synthetic
SURVEY_006082,Survey,2025-08-11 00:47:00,कृपया इस समस्या पर ध्यान दें। Residents in Dehradun need a clearer way to follow up on civic service complaints.,Uttarakhand,Dehradun,Other Public Services,Other Public Services,Hindi,Very Good,Low,2025-07-13,Already resolved,synthetic
SURVEY_006083,Survey,2025-02-23 04:51:00,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. The electricity voltage near Haridwar is unstable and appliances are being affected. This needs attention from the concerned department.,Uttarakhand,Haridwar,Electricity,Electricity,Malayalam,Poor,Low,2025-02-23,Yes,synthetic
SURVEY_006084,Survey,2025-05-07 09:47:00,"தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். Residents near Bengaluru are facing water shortages, especially in the morning. Please provide an update on the issue.",Karnataka,Bengaluru,Water Supply,Water Supply,Tamil,Poor,Low,2025-04-07,Yes,synthetic
SURVEY_006085,Survey,2025-03-07 05:37:00,My government document application from Mokokchung has been delayed beyond the expected time.,Nagaland,Mokokchung,Government Documents,Government Documents,English,Average,Low,2025-01-26,Yes,synthetic
SURVEY_006086,Survey,2025-10-22 01:43:00,Students in Thrissur are facing delays in scholarship-related services. I request the concerned authority to take action.,Kerala,Thrissur,Education,Education,English,Average,Medium,2025-10-02,No,synthetic
SURVEY_006087,Survey,2025-12-19 18:33:00,कृपया इस समस्या पर ध्यान दें। Traffic enforcement around Howrah should be improved during busy hours. Please provide an update on the issue.,West Bengal,Howrah,Police & Public Safety,Police & Public Safety,Hindi,Average,High,2025-12-06,Yes,synthetic
SURVEY_006088,Survey,2025-11-09 01:58:00,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. We have been waiting for an electricity connection or service update in Rourkela. I request the concerned authority to take action.,Odisha,Rourkela,Electricity,Electricity,Kannada,Average,Low,2025-10-01,Yes,synthetic
SURVEY_006089,Survey,2025-05-10 08:33:00,कृपया इस समस्या पर ध्यान दें। Students in Ranchi are facing delays in scholarship-related services.,Jharkhand,Ranchi,Education,Education,Hindi,Good,Medium,2025-05-01,Already resolved,synthetic
SURVEY_006090,Survey,2025-11-29 14:15:00,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. Residents near Kavaratti are concerned about safety after dark. This needs attention from the concerned department.,Lakshadweep,Kavaratti,Police & Public Safety,Police & Public Safety,Malayalam,Average,Medium,2025-11-08,Already resolved,synthetic
SURVEY_006091,Survey,2025-04-10 05:53:00,We have been waiting for an electricity connection or service update in Kohima. Please look into this issue.,Nagaland,Kohima,Electricity,Electricity,English,Good,Low,2025-03-15,Already resolved,synthetic
SURVEY_006092,Survey,2025-11-04 09:21:00,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. The civic facility near Port Blair needs better maintenance.,Andaman and Nicobar Islands,Port Blair,Other Public Services,Other Public Services,Kannada,Good,Low,2025-09-26,Already resolved,synthetic
SURVEY_006093,Survey,2026-05-31 16:41:00,There has been an irregular water supply in the Lunglei area for the past few days. Please provide an update on the issue.,Mizoram,Lunglei,Water Supply,Water Supply,English,Poor,Medium,2026-05-19,Yes,synthetic
SURVEY_006094,Survey,2025-12-31 22:02:00,Buses on the route near Faridabad are irregular and commuters are waiting for a long time.,Haryana,Faridabad,Public Transport,Public Transport,English,Average,Medium,2025-12-13,Yes,synthetic
SURVEY_006095,Survey,2026-08-31 13:37:00,"దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. Street lights are not working properly near Mysuru, making the road unsafe after dark. Please provide an update on the issue.",Karnataka,Mysuru,Roads & Traffic,Roads & Traffic,Telugu,Good,High,2026-07-27,No,synthetic
SURVEY_006096,Survey,2025-09-29 05:58:00,The police response near Guntur was delayed and the issue needs attention. Please look into this issue.,Andhra Pradesh,Guntur,Police & Public Safety,Police & Public Safety,English,Very Poor,Low,2025-08-27,Yes,synthetic
SURVEY_006097,Survey,2025-08-01 05:07:00,कृपया इस समस्या पर ध्यान दें। The road near Aurangabad has potholes and becomes difficult to use during peak hours. I hope the issue can be resolved soon.,Maharashtra,Aurangabad,Roads & Traffic,Roads & Traffic,Hindi,Good,Low,2025-06-27,Yes,synthetic
SURVEY_006098,Survey,2026-08-28 13:23:00,There is a delay in processing document applications in Silvassa.,Dadra and Nagar Haveli and Daman and Diu,Silvassa,Government Documents,Government Documents,English,Very Poor,Low,2026-08-18,Yes,synthetic
SURVEY_006099,Survey,2026-02-03 07:32:00,"कृपया इस समस्या पर ध्यान दें। Residents near Margao are facing water shortages, especially in the morning. Please provide an update on the issue.",Goa,Margao,Water Supply,Water Supply,Hindi,Good,High,2026-01-11,Already resolved,synthetic
SURVEY_006100,Survey,2025-03-17 17:42:00,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. The government hospital near Margao needs better availability of essential medicines.,Goa,Margao,Healthcare,Healthcare,Malayalam,Poor,Critical,2025-02-22,No,synthetic
SURVEY_006101,Survey,2025-12-02 19:25:00,कृपया इस समस्या पर ध्यान दें। Traffic enforcement around Daman should be improved during busy hours. I request the concerned authority to take action.,Dadra and Nagar Haveli and Daman and Diu,Daman,Police & Public Safety,Police & Public Safety,Hindi,Very Poor,Medium,2025-11-16,Yes,synthetic
SURVEY_006102,Survey,2025-06-18 00:53:00,कृपया इस समस्या पर ध्यान दें। The public school near Berhampur needs improvements to basic facilities. This needs attention from the concerned department.,Odisha,Berhampur,Education,Education,Hindi,Very Poor,Medium,2025-06-07,Yes,synthetic
SURVEY_006103,Survey,2025-02-23 14:41:00,The road near Imphal has potholes and becomes difficult to use during peak hours. I request the concerned authority to take action.,Manipur,Imphal,Roads & Traffic,Roads & Traffic,English,Very Good,Medium,2025-01-27,Yes,synthetic
SURVEY_006104,Survey,2025-12-25 16:45:00,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. The waiting time at the public health facility near Vijayawada is very long. I request the concerned authority to take action.,Andhra Pradesh,Vijayawada,Healthcare,Healthcare,Malayalam,Very Poor,Critical,2025-12-23,Yes,synthetic
SURVEY_006105,Survey,2025-05-21 08:11:00,"Garbage has not been collected regularly near Pune, and waste is accumulating. This needs attention from the concerned department.",Maharashtra,Pune,Sanitation & Waste,Sanitation & Waste,English,Average,Low,2025-05-06,Yes,synthetic
SURVEY_006106,Survey,2026-09-07 00:00:00,The complaint handling process in North Delhi could be faster and easier to track. This needs attention from the concerned department.,Delhi,North Delhi,Other Public Services,Other Public Services,English,Good,Medium,2026-08-16,Yes,synthetic
SURVEY_006107,Survey,2026-06-25 13:08:00,The certificate service near Puducherry requires too many visits and could be made easier. I request the concerned authority to take action.,Puducherry,Puducherry,Government Documents,Government Documents,English,Good,Medium,2026-06-19,Already resolved,synthetic
SURVEY_006108,Survey,2025-09-05 18:20:00,The government hospital near Kanpur needs better availability of essential medicines. This needs attention from the concerned department.,Uttar Pradesh,Kanpur,Healthcare,Healthcare,English,Poor,Medium,2025-07-23,Yes,synthetic
SURVEY_006109,Survey,2025-05-29 17:11:00,"தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். Vehicles are frequently parked on the road near Amritsar, causing unnecessary congestion. Please provide an update on the issue.",Punjab,Amritsar,Roads & Traffic,Roads & Traffic,Tamil,Poor,Medium,2025-05-24,Yes,synthetic
SURVEY_006110,Survey,2025-11-22 15:26:00,My government document application from Solan has been delayed beyond the expected time. Please provide an update on the issue.,Himachal Pradesh,Solan,Government Documents,Government Documents,English,Good,Low,2025-11-03,Already resolved,synthetic
SURVEY_006111,Survey,2026-08-27 16:51:00,A water pipeline appears to be leaking near Chandigarh and needs repair.,Chandigarh,Chandigarh,Water Supply,Water Supply,English,Average,Medium,2026-07-20,Yes,synthetic
SURVEY_006112,Survey,2026-01-10 11:46:00,कृपया इस समस्या पर ध्यान दें। There is a delay in processing document applications in Dhanbad.,Jharkhand,Dhanbad,Government Documents,Government Documents,Hindi,Average,Medium,2025-12-31,No,synthetic
SURVEY_006113,Survey,2025-03-20 02:13:00,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. The bus stop near Itanagar needs better cleanliness and maintenance.,Arunachal Pradesh,Itanagar,Public Transport,Public Transport,Kannada,Good,Low,2025-03-08,Already resolved,synthetic
SURVEY_006114,Survey,2025-09-02 19:52:00,The certificate service near Bilaspur requires too many visits and could be made easier.,Chhattisgarh,Bilaspur,Government Documents,Government Documents,English,Poor,Medium,2025-08-29,Yes,synthetic
SURVEY_006115,Survey,2025-05-07 11:28:00,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். Public transport near Haridwar is overcrowded during morning and evening peak hours. This needs attention from the concerned department.,Uttarakhand,Haridwar,Public Transport,Public Transport,Tamil,Very Good,Critical,2025-04-18,Already resolved,synthetic
SURVEY_006116,Survey,2025-06-06 21:59:00,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. The area around Ludhiana needs more regular cleaning and waste collection.,Punjab,Ludhiana,Sanitation & Waste,Sanitation & Waste,Kannada,Very Good,Medium,2025-05-01,Yes,synthetic
SURVEY_006117,Survey,2025-12-21 11:19:00,Parents in Ahmedabad have reported delays in receiving information from the school. This needs attention from the concerned department.,Gujarat,Ahmedabad,Education,Education,English,Very Poor,Low,2025-12-11,Yes,synthetic
SURVEY_006118,Survey,2025-01-31 00:25:00,"कृपया इस समस्या पर ध्यान दें। Garbage has not been collected regularly near Silchar, and waste is accumulating. Please provide an update on the issue.",Assam,Silchar,Sanitation & Waste,Sanitation & Waste,Hindi,Very Poor,Low,2025-01-19,No,synthetic
SURVEY_006119,Survey,2026-04-24 06:48:00,"ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. Garbage has not been collected regularly near Panaji, and waste is accumulating. I hope the issue can be resolved soon.",Goa,Panaji,Sanitation & Waste,Sanitation & Waste,Malayalam,Average,Medium,2026-04-18,Yes,synthetic
SURVEY_006120,Survey,2026-03-18 13:13:00,Traffic enforcement around Ludhiana should be improved during busy hours. Please provide an update on the issue.,Punjab,Ludhiana,Police & Public Safety,Police & Public Safety,English,Very Poor,Low,2026-03-18,Yes,synthetic
SURVEY_006121,Survey,2025-03-29 18:40:00,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. The area around Daman needs more regular cleaning and waste collection.,Dadra and Nagar Haveli and Daman and Diu,Daman,Sanitation & Waste,Sanitation & Waste,Kannada,Average,High,2025-03-04,Yes,synthetic
SURVEY_006122,Survey,2025-04-09 00:06:00,"Residents near Vadodara are facing water shortages, especially in the morning.",Gujarat,Vadodara,Water Supply,Water Supply,English,Good,Medium,2025-03-02,Yes,synthetic
SURVEY_006123,Survey,2025-08-19 12:10:00,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. The electricity voltage near Vadodara is unstable and appliances are being affected. Please look into this issue.,Gujarat,Vadodara,Electricity,Electricity,Telugu,Very Good,High,2025-08-15,Yes,synthetic
SURVEY_006124,Survey,2025-03-19 05:12:00,"कृपया इस समस्या पर ध्यान दें। Street lights are not working properly near Shillong, making the road unsafe after dark. I hope the issue can be resolved soon.",Meghalaya,Shillong,Roads & Traffic,Roads & Traffic,Hindi,Poor,Medium,2025-02-14,Already resolved,synthetic
SURVEY_006125,Survey,2025-08-28 02:18:00,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. The online government service for residents of Dharmanagar needs better reliability. I hope the issue can be resolved soon.,Tripura,Dharmanagar,Government Documents,Government Documents,Telugu,Very Good,Medium,2025-08-24,No,synthetic
SURVEY_006126,Survey,2025-06-10 19:50:00,The public school near Rishikesh needs improvements to basic facilities. Please look into this issue.,Uttarakhand,Rishikesh,Education,Education,English,Average,High,2025-06-03,Yes,synthetic
SURVEY_006127,Survey,2026-02-27 06:09:00,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. There has been an irregular water supply in the Agartala area for the past few days. I request the concerned authority to take action.,Tripura,Agartala,Water Supply,Water Supply,Malayalam,Average,Medium,2026-02-27,Yes,synthetic
SURVEY_006128,Survey,2025-07-08 07:49:00,A public service issue near Itanagar has remained unresolved for several days. Please look into this issue.,Arunachal Pradesh,Itanagar,Other Public Services,Other Public Services,English,Good,Medium,2025-06-06,Yes,synthetic
SURVEY_006129,Survey,2025-11-07 08:57:00,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. The civic facility near Silchar needs better maintenance. I request the concerned authority to take action.,Assam,Silchar,Other Public Services,Other Public Services,Malayalam,Average,Low,2025-09-25,Yes,synthetic
SURVEY_006130,Survey,2025-07-30 03:28:00,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. There has been an irregular water supply in the Lucknow area for the past few days. I request the concerned authority to take action.,Uttar Pradesh,Lucknow,Water Supply,Water Supply,Malayalam,Poor,Medium,2025-06-22,Yes,synthetic
SURVEY_006131,Survey,2026-03-07 16:40:00,Waste disposal near Muzaffarpur is creating an unpleasant environment for residents. This needs attention from the concerned department.,Bihar,Muzaffarpur,Sanitation & Waste,Sanitation & Waste,English,Very Good,Low,2026-01-21,Yes,synthetic
SURVEY_006132,Survey,2026-08-27 00:46:00,Power cuts in the Port Blair area are frequent and are affecting daily work.,Andaman and Nicobar Islands,Port Blair,Electricity,Electricity,English,Very Poor,High,2026-08-15,Already resolved,synthetic
SURVEY_006133,Survey,2026-04-30 02:14:00,There is a delay in processing document applications in Dibrugarh. I request the concerned authority to take action.,Assam,Dibrugarh,Government Documents,Government Documents,English,Good,Medium,2026-04-06,Already resolved,synthetic
SURVEY_006134,Survey,2026-05-07 09:11:00,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். Residents in Imphal need easier access to primary healthcare services. Please look into this issue.,Manipur,Imphal,Healthcare,Healthcare,Tamil,Good,Medium,2026-05-02,No,synthetic
SURVEY_006135,Survey,2025-05-21 03:41:00,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். Power cuts in the Chennai area are frequent and are affecting daily work. I hope the issue can be resolved soon.,Tamil Nadu,Chennai,Electricity,Electricity,Tamil,Average,Medium,2025-04-24,Yes,synthetic
SURVEY_006136,Survey,2026-02-20 07:49:00,कृपया इस समस्या पर ध्यान दें। The drainage near Aizawl needs cleaning because water is stagnating after rain. I hope the issue can be resolved soon.,Mizoram,Aizawl,Sanitation & Waste,Sanitation & Waste,Hindi,Very Good,High,2026-02-09,Already resolved,synthetic
SURVEY_006137,Survey,2025-01-27 11:22:00,"Garbage has not been collected regularly near Haridwar, and waste is accumulating.",Uttarakhand,Haridwar,Sanitation & Waste,Sanitation & Waste,English,Very Poor,Low,2025-01-05,Yes,synthetic
SURVEY_006138,Survey,2025-08-12 14:18:00,Public transport near Cuttack is overcrowded during morning and evening peak hours. Please provide an update on the issue.,Odisha,Cuttack,Public Transport,Public Transport,English,Very Poor,High,2025-08-09,Yes,synthetic
SURVEY_006139,Survey,2025-01-05 20:11:00,कृपया इस समस्या पर ध्यान दें। Public transport near Prayagraj is overcrowded during morning and evening peak hours. I hope the issue can be resolved soon.,Uttar Pradesh,Prayagraj,Public Transport,Public Transport,Hindi,Very Good,Medium,2025-01-01,No,synthetic
SURVEY_006140,Survey,2025-11-15 00:23:00,The civic facility near Chennai needs better maintenance.,Tamil Nadu,Chennai,Other Public Services,Other Public Services,English,Very Poor,High,2025-11-06,No,synthetic
SURVEY_006141,Survey,2025-07-03 15:22:00,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. Students in Bhopal are facing delays in scholarship-related services. This needs attention from the concerned department.,Madhya Pradesh,Bhopal,Education,Education,Telugu,Good,High,2025-05-29,Yes,synthetic
SURVEY_006142,Survey,2025-12-18 09:31:00,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. There is a delay in processing document applications in Chandigarh. I request the concerned authority to take action.,Chandigarh,Chandigarh,Government Documents,Government Documents,Malayalam,Good,Low,2025-11-12,Already resolved,synthetic
SURVEY_006143,Survey,2026-04-16 17:50:00,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். There has been an irregular water supply in the Panipat area for the past few days. Please provide an update on the issue.,Haryana,Panipat,Water Supply,Water Supply,Tamil,Poor,High,2026-04-10,Yes,synthetic
SURVEY_006144,Survey,2025-12-01 20:01:00,"Residents near Prayagraj are facing water shortages, especially in the morning. Please look into this issue.",Uttar Pradesh,Prayagraj,Water Supply,Water Supply,English,Poor,Medium,2025-11-01,Yes,synthetic
SURVEY_006145,Survey,2025-03-21 07:02:00,कृपया इस समस्या पर ध्यान दें। The complaint handling process in Kargil could be faster and easier to track. I request the concerned authority to take action.,Ladakh,Kargil,Other Public Services,Other Public Services,Hindi,Very Good,High,2025-02-27,Yes,synthetic
SURVEY_006146,Survey,2026-02-13 01:30:00,A public service issue near Vasco da Gama has remained unresolved for several days.,Goa,Vasco da Gama,Other Public Services,Other Public Services,English,Average,High,2026-01-05,Already resolved,synthetic
SURVEY_006147,Survey,2025-12-08 00:49:00,कृपया इस समस्या पर ध्यान दें। The road near South Delhi has potholes and becomes difficult to use during peak hours.,Delhi,South Delhi,Roads & Traffic,Roads & Traffic,Hindi,Average,Low,2025-12-01,Yes,synthetic
SURVEY_006148,Survey,2026-08-03 10:36:00,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. Buses on the route near Indore are irregular and commuters are waiting for a long time.,Madhya Pradesh,Indore,Public Transport,Public Transport,Telugu,Average,High,2026-06-21,Yes,synthetic
SURVEY_006149,Survey,2026-08-25 21:35:00,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. Power cuts in the Dharmanagar area are frequent and are affecting daily work. Please look into this issue.,Tripura,Dharmanagar,Electricity,Electricity,Kannada,Good,Medium,2026-08-21,Yes,synthetic
SURVEY_006150,Survey,2026-01-06 08:41:00,The police response near Chandigarh was delayed and the issue needs attention. I request the concerned authority to take action.,Chandigarh,Chandigarh,Police & Public Safety,Police & Public Safety,English,Poor,Low,2025-12-30,Yes,synthetic
SURVEY_006151,Survey,2026-06-03 09:23:00,The public school near Mokokchung needs improvements to basic facilities. This needs attention from the concerned department.,Nagaland,Mokokchung,Education,Education,English,Very Poor,High,2026-05-14,No,synthetic
SURVEY_006152,Survey,2026-08-13 22:03:00,The public school near Prayagraj needs improvements to basic facilities.,Uttar Pradesh,Prayagraj,Education,Education,English,Average,Medium,2026-08-10,Already resolved,synthetic
SURVEY_006153,Survey,2025-04-18 19:11:00,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. A public service issue near Jabalpur has remained unresolved for several days. Please provide an update on the issue.,Madhya Pradesh,Jabalpur,Other Public Services,Other Public Services,Malayalam,Average,Medium,2025-04-03,Yes,synthetic
SURVEY_006154,Survey,2025-11-03 15:37:00,कृपया इस समस्या पर ध्यान दें। Residents in Muzaffarpur need a clearer way to follow up on civic service complaints. I request the concerned authority to take action.,Bihar,Muzaffarpur,Other Public Services,Other Public Services,Hindi,Good,Medium,2025-09-22,Yes,synthetic
SURVEY_006155,Survey,2026-01-26 18:42:00,The educational facility near Chandigarh needs better maintenance and support services.,Chandigarh,Chandigarh,Education,Education,English,Average,Medium,2026-01-18,Yes,synthetic
SURVEY_006156,Survey,2025-02-17 04:56:00,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. The road near Mokokchung has potholes and becomes difficult to use during peak hours. I request the concerned authority to take action.,Nagaland,Mokokchung,Roads & Traffic,Roads & Traffic,Kannada,Average,Low,2025-01-29,Yes,synthetic
SURVEY_006157,Survey,2026-09-07 00:00:00,कृपया इस समस्या पर ध्यान दें। Students in Vasco da Gama are facing delays in scholarship-related services. This needs attention from the concerned department.,Goa,Vasco da Gama,Education,Education,Hindi,Good,Medium,2026-08-24,Yes,synthetic
SURVEY_006158,Survey,2026-09-04 06:13:00,कृपया इस समस्या पर ध्यान दें। The civic facility near Dibrugarh needs better maintenance. Please look into this issue.,Assam,Dibrugarh,Other Public Services,Other Public Services,Hindi,Average,Low,2026-07-26,Already resolved,synthetic
