Timestamp,State,City/District,Public service,Experience,Tell us about your experience,Urgency,Issue date,Language,Would you like the concerned authority to take action?
2025-09-24 12:03:00,Nagaland,Kohima,Government Documents,Poor,The certificate service near Kohima requires too many visits and could be made easier. I request the concerned authority to take action.,Medium,2025-09-09,English,Yes
2025-08-18 05:37:00,Haryana,Panipat,Education,Average,Students in Panipat are facing delays in scholarship-related services. I hope the issue can be resolved soon.,High,2025-07-22,English,Yes
2025-11-16 16:09:00,Lakshadweep,Kavaratti,Police & Public Safety,Good,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. The police response near Kavaratti was delayed and the issue needs attention. I request the concerned authority to take action.,Low,2025-11-04,Kannada,Yes
2025-04-07 16:59:00,Karnataka,Mysuru,Water Supply,Very Good,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. A water pipeline appears to be leaking near Mysuru and needs repair. I request the concerned authority to take action.,Critical,2025-03-26,Telugu,Yes
2026-09-07 00:00:00,Maharashtra,Nagpur,Other Public Services,Very Good,A public service issue near Nagpur has remained unresolved for several days.,Medium,2026-08-18,English,Yes
2025-06-24 11:24:00,Gujarat,Vadodara,Healthcare,Very Poor,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. Residents in Vadodara need easier access to primary healthcare services. I hope the issue can be resolved soon.,Medium,2025-06-08,Malayalam,Yes
2025-07-24 19:44:00,Manipur,Bishnupur,Electricity,Very Good,The electricity voltage near Bishnupur is unstable and appliances are being affected. Please provide an update on the issue.,High,2025-06-10,English,Yes
2025-09-10 22:33:00,Nagaland,Kohima,Sanitation & Waste,Very Good,कृपया इस समस्या पर ध्यान दें। Waste disposal near Kohima is creating an unpleasant environment for residents. I hope the issue can be resolved soon.,High,2025-08-28,Hindi,Already resolved
2025-10-23 17:30:00,Telangana,Hyderabad,Other Public Services,Very Poor,The complaint handling process in Hyderabad could be faster and easier to track. Please look into this issue.,Low,2025-10-02,English,Yes
2025-07-15 00:30:00,Chandigarh,Chandigarh,Sanitation & Waste,Good,"Garbage has not been collected regularly near Chandigarh, and waste is accumulating. Please look into this issue.",Medium,2025-07-15,English,No
2025-11-17 23:40:00,Andaman and Nicobar Islands,Port Blair,Other Public Services,Good,The complaint handling process in Port Blair could be faster and easier to track. I hope the issue can be resolved soon.,Medium,2025-10-19,English,No
2025-03-19 20:49:00,Gujarat,Vadodara,Government Documents,Poor,कृपया इस समस्या पर ध्यान दें। The online government service for residents of Vadodara needs better reliability. I request the concerned authority to take action.,Medium,2025-02-12,Hindi,Already resolved
2025-11-07 03:50:00,Jammu and Kashmir,Anantnag,Roads & Traffic,Good,The road near Anantnag has potholes and becomes difficult to use during peak hours.,Medium,2025-09-28,English,No
2026-04-20 13:28:00,Bihar,Muzaffarpur,Sanitation & Waste,Good,Waste disposal near Muzaffarpur is creating an unpleasant environment for residents.,Low,2026-03-09,English,Yes
2025-12-06 01:15:00,Chandigarh,Chandigarh,Other Public Services,Good,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. The civic facility near Chandigarh needs better maintenance. This needs attention from the concerned department.,Critical,2025-11-06,Kannada,Yes
2025-10-19 04:26:00,Karnataka,Mangaluru,Sanitation & Waste,Good,"Garbage has not been collected regularly near Mangaluru, and waste is accumulating. I request the concerned authority to take action.",Critical,2025-10-05,English,Yes
2025-07-21 01:38:00,Punjab,Chandigarh,Electricity,Average,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. Power cuts in the Chandigarh area are frequent and are affecting daily work. Please provide an update on the issue.,Medium,2025-07-14,Telugu,No
2025-04-01 05:23:00,Lakshadweep,Kavaratti,Roads & Traffic,Average,Traffic congestion around Kavaratti is getting worse and better traffic management is needed.,High,2025-03-21,English,No
2026-02-13 09:10:00,Uttar Pradesh,Agra,Other Public Services,Average,Residents in Agra need a clearer way to follow up on civic service complaints. I request the concerned authority to take action.,Medium,2026-01-26,English,Yes
2025-02-13 04:18:00,Assam,Jorhat,Roads & Traffic,Average,"Street lights are not working properly near Jorhat, making the road unsafe after dark. Please look into this issue.",Low,2025-02-07,English,Yes
2026-05-28 22:37:00,Telangana,Karimnagar,Other Public Services,Good,A public service issue near Karimnagar has remained unresolved for several days. This needs attention from the concerned department.,Critical,2026-05-09,English,No
2025-12-03 05:01:00,Chhattisgarh,Raipur,Roads & Traffic,Average,"ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. Street lights are not working properly near Raipur, making the road unsafe after dark. I request the concerned authority to take action.",High,2025-10-28,Kannada,No
2026-04-17 21:54:00,Arunachal Pradesh,Pasighat,Education,Poor,The educational facility near Pasighat needs better maintenance and support services. I request the concerned authority to take action.,High,2026-04-15,English,Yes
2026-07-09 17:20:00,Chhattisgarh,Raipur,Sanitation & Waste,Average,"Garbage has not been collected regularly near Raipur, and waste is accumulating. Please look into this issue.",Low,2026-06-10,English,No
2025-04-05 12:01:00,West Bengal,Durgapur,Sanitation & Waste,Good,The area around Durgapur needs more regular cleaning and waste collection. I request the concerned authority to take action.,Medium,2025-03-15,English,Yes
2025-05-04 10:07:00,Jammu and Kashmir,Jammu,Roads & Traffic,Good,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். The road near Jammu has potholes and becomes difficult to use during peak hours. Please provide an update on the issue.,Low,2025-04-28,Tamil,Yes
2025-03-03 03:41:00,Kerala,Thrissur,Public Transport,Poor,कृपया इस समस्या पर ध्यान दें। Public transport services near Thrissur should be more frequent during peak hours.,High,2025-02-06,Hindi,Yes
2025-03-09 06:31:00,Andhra Pradesh,Guntur,Police & Public Safety,Poor,The police response near Guntur was delayed and the issue needs attention. Please look into this issue.,Medium,2025-02-06,English,Already resolved
2025-07-20 00:35:00,Delhi,North Delhi,Sanitation & Waste,Good,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. Waste disposal near North Delhi is creating an unpleasant environment for residents. Please look into this issue.,Medium,2025-07-01,Malayalam,Yes
2025-02-22 23:41:00,West Bengal,Howrah,Sanitation & Waste,Good,The drainage near Howrah needs cleaning because water is stagnating after rain.,Low,2025-01-16,English,Yes
2026-05-23 03:50:00,Gujarat,Vadodara,Roads & Traffic,Very Poor,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. Traffic congestion around Vadodara is getting worse and better traffic management is needed. I request the concerned authority to take action.,Medium,2026-04-08,Kannada,Yes
2025-06-25 08:40:00,Dadra and Nagar Haveli and Daman and Diu,Silvassa,Healthcare,Good,कृपया इस समस्या पर ध्यान दें। The government hospital near Silvassa needs better availability of essential medicines. This needs attention from the concerned department.,Medium,2025-06-03,Hindi,Already resolved
2026-04-29 19:54:00,Assam,Dibrugarh,Education,Average,Parents in Dibrugarh have reported delays in receiving information from the school.,Medium,2026-03-20,English,Yes
2026-09-07 00:00:00,Nagaland,Mokokchung,Public Transport,Good,Public transport services near Mokokchung should be more frequent during peak hours. This needs attention from the concerned department.,Low,2026-08-03,English,No
2026-05-11 16:04:00,Madhya Pradesh,Bhopal,Education,Average,कृपया इस समस्या पर ध्यान दें। The public school near Bhopal needs improvements to basic facilities. I hope the issue can be resolved soon.,Medium,2026-04-12,Hindi,Yes
2025-08-25 23:48:00,Himachal Pradesh,Mandi,Roads & Traffic,Average,कृपया इस समस्या पर ध्यान दें। The road near Mandi has potholes and becomes difficult to use during peak hours.,High,2025-08-13,Hindi,Yes
2025-05-11 12:41:00,Jammu and Kashmir,Anantnag,Water Supply,Very Poor,The water supplied in Anantnag sometimes has an unusual smell and should be checked. Please provide an update on the issue.,Low,2025-03-27,English,Yes
2026-08-25 18:27:00,Jharkhand,Dhanbad,Public Transport,Good,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. Buses on the route near Dhanbad are irregular and commuters are waiting for a long time.,Medium,2026-07-30,Telugu,Yes
2026-05-29 15:13:00,Arunachal Pradesh,Pasighat,Healthcare,Very Poor,Residents in Pasighat need easier access to primary healthcare services. I hope the issue can be resolved soon.,Low,2026-05-04,English,Yes
2026-03-02 22:25:00,Uttarakhand,Haridwar,Electricity,Poor,कृपया इस समस्या पर ध्यान दें। There appears to be an issue with the electricity bill for the Haridwar area. This needs attention from the concerned department.,Medium,2026-02-05,Hindi,Yes
2025-03-31 06:02:00,Tamil Nadu,Chennai,Government Documents,Good,The online government service for residents of Chennai needs better reliability. I request the concerned authority to take action.,Medium,2025-02-24,English,Already resolved
2026-02-11 09:19:00,Telangana,Hyderabad,Other Public Services,Good,A public service issue near Hyderabad has remained unresolved for several days. This needs attention from the concerned department.,High,2026-01-15,English,Already resolved
2025-08-11 20:48:00,Chhattisgarh,Bhilai,Healthcare,Poor,The waiting time at the public health facility near Bhilai is very long. Please look into this issue.,Low,2025-07-04,English,Yes
2025-01-30 04:53:00,Haryana,Gurugram,Healthcare,Average,The waiting time at the public health facility near Gurugram is very long. This needs attention from the concerned department.,Medium,2025-01-15,English,Yes
2025-02-28 06:52:00,Goa,Panaji,Police & Public Safety,Average,The public safety issue reported near Panaji needs quicker follow-up. I request the concerned authority to take action.,Medium,2025-02-11,English,No
2025-11-29 22:34:00,Gujarat,Vadodara,Police & Public Safety,Average,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. Traffic enforcement around Vadodara should be improved during busy hours.,Critical,2025-11-26,Telugu,Already resolved
2026-04-13 11:56:00,Uttar Pradesh,Lucknow,Electricity,Very Good,There appears to be an issue with the electricity bill for the Lucknow area. This needs attention from the concerned department.,Low,2026-03-16,English,Yes
2026-06-08 06:38:00,Maharashtra,Nagpur,Public Transport,Very Good,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. Public transport near Nagpur is overcrowded during morning and evening peak hours. I hope the issue can be resolved soon.,Low,2026-05-21,Kannada,Already resolved
2026-06-23 02:54:00,Gujarat,Surat,Roads & Traffic,Average,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். The road near Surat has potholes and becomes difficult to use during peak hours. I request the concerned authority to take action.,Low,2026-05-20,Tamil,Yes
2026-02-19 19:43:00,Jharkhand,Ranchi,Government Documents,Poor,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. My government document application from Ranchi has been delayed beyond the expected time. This needs attention from the concerned department.,Low,2026-02-19,Telugu,Already resolved
2026-02-26 09:17:00,Puducherry,Oulgaret,Public Transport,Very Good,कृपया इस समस्या पर ध्यान दें। Buses on the route near Oulgaret are irregular and commuters are waiting for a long time. I hope the issue can be resolved soon.,Medium,2026-02-10,Hindi,Yes
2026-06-06 14:08:00,Odisha,Berhampur,Public Transport,Average,Public transport services near Berhampur should be more frequent during peak hours. This needs attention from the concerned department.,Medium,2026-04-23,English,Yes
2025-12-02 11:46:00,Nagaland,Mokokchung,Roads & Traffic,Poor,"ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. Street lights are not working properly near Mokokchung, making the road unsafe after dark. Please look into this issue.",Medium,2025-11-06,Kannada,Yes
2026-08-26 06:42:00,Dadra and Nagar Haveli and Daman and Diu,Silvassa,Education,Average,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. Parents in Silvassa have reported delays in receiving information from the school.,High,2026-08-13,Telugu,Already resolved
2026-08-21 13:05:00,Tamil Nadu,Coimbatore,Other Public Services,Very Good,The complaint handling process in Coimbatore could be faster and easier to track. I request the concerned authority to take action.,Medium,2026-07-24,English,Yes
2025-04-06 10:28:00,Manipur,Bishnupur,Police & Public Safety,Very Good,कृपया इस समस्या पर ध्यान दें। Residents near Bishnupur are concerned about safety after dark. Please provide an update on the issue.,Medium,2025-03-05,Hindi,Yes
2025-08-18 18:01:00,Punjab,Jalandhar,Education,Good,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. The public school near Jalandhar needs improvements to basic facilities. I hope the issue can be resolved soon.,Low,2025-07-04,Kannada,Yes
2025-04-11 02:50:00,Karnataka,Hubballi,Government Documents,Very Good,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. The certificate service near Hubballi requires too many visits and could be made easier. Please provide an update on the issue.,Medium,2025-03-22,Telugu,Yes
2026-02-19 10:32:00,Puducherry,Oulgaret,Roads & Traffic,Good,"Vehicles are frequently parked on the road near Oulgaret, causing unnecessary congestion. I request the concerned authority to take action.",Critical,2026-01-23,English,Yes
2026-08-15 08:44:00,Punjab,Ludhiana,Sanitation & Waste,Good,"Garbage has not been collected regularly near Ludhiana, and waste is accumulating. This needs attention from the concerned department.",Medium,2026-07-25,English,Yes
2025-08-08 12:24:00,Odisha,Rourkela,Roads & Traffic,Good,कृपया इस समस्या पर ध्यान दें। The road near Rourkela has potholes and becomes difficult to use during peak hours. This needs attention from the concerned department.,High,2025-07-23,Hindi,Yes
2025-08-19 17:45:00,Odisha,Berhampur,Roads & Traffic,Poor,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். Traffic congestion around Berhampur is getting worse and better traffic management is needed.,High,2025-07-07,Tamil,Already resolved
2025-03-03 22:33:00,Tamil Nadu,Coimbatore,Roads & Traffic,Average,"कृपया इस समस्या पर ध्यान दें। Vehicles are frequently parked on the road near Coimbatore, causing unnecessary congestion. Please look into this issue.",Medium,2025-02-13,Hindi,Already resolved
2025-09-19 10:04:00,Chhattisgarh,Bilaspur,Roads & Traffic,Average,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். Traffic congestion around Bilaspur is getting worse and better traffic management is needed. I request the concerned authority to take action.,High,2025-09-02,Tamil,Already resolved
2026-06-24 09:41:00,Mizoram,Lunglei,Healthcare,Good,Residents in Lunglei need easier access to primary healthcare services.,Medium,2026-06-18,English,Yes
2025-05-19 06:38:00,Punjab,Ludhiana,Sanitation & Waste,Very Poor,The area around Ludhiana needs more regular cleaning and waste collection.,High,2025-05-17,English,Yes
2025-02-25 06:47:00,Bihar,Patna,Police & Public Safety,Average,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. Residents near Patna are concerned about safety after dark. Please provide an update on the issue.,Medium,2025-02-05,Telugu,Yes
2025-07-21 15:17:00,Bihar,Gaya,Education,Good,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. The public school near Gaya needs improvements to basic facilities.,Low,2025-07-05,Malayalam,Yes
2025-11-10 22:10:00,Goa,Margao,Electricity,Poor,We have been waiting for an electricity connection or service update in Margao. Please provide an update on the issue.,Medium,2025-10-09,English,Yes
2026-06-22 06:03:00,Punjab,Amritsar,Public Transport,Average,Public transport services near Amritsar should be more frequent during peak hours. Please provide an update on the issue.,Low,2026-05-23,English,Yes
2025-03-06 23:37:00,Arunachal Pradesh,Itanagar,Police & Public Safety,Good,कृपया इस समस्या पर ध्यान दें। Traffic enforcement around Itanagar should be improved during busy hours. I hope the issue can be resolved soon.,High,2025-03-03,Hindi,Yes
2026-08-24 15:30:00,Madhya Pradesh,Jabalpur,Other Public Services,Good,Residents in Jabalpur need a clearer way to follow up on civic service complaints. Please look into this issue.,Medium,2026-07-25,English,Yes
2025-08-14 08:42:00,Himachal Pradesh,Dharamshala,Healthcare,Very Good,The waiting time at the public health facility near Dharamshala is very long.,Medium,2025-07-17,English,Yes
2025-12-28 18:14:00,Lakshadweep,Kavaratti,Education,Good,कृपया इस समस्या पर ध्यान दें। Parents in Kavaratti have reported delays in receiving information from the school. Please provide an update on the issue.,High,2025-12-17,Hindi,Yes
2025-12-16 20:32:00,Kerala,Thrissur,Sanitation & Waste,Good,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். The drainage near Thrissur needs cleaning because water is stagnating after rain. This needs attention from the concerned department.,Medium,2025-11-09,Tamil,Yes
2025-03-29 08:28:00,Tamil Nadu,Madurai,Electricity,Average,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. Power cuts in the Madurai area are frequent and are affecting daily work. This needs attention from the concerned department.,Medium,2025-02-20,Malayalam,Yes
2025-01-16 17:46:00,Puducherry,Oulgaret,Sanitation & Waste,Average,Waste disposal near Oulgaret is creating an unpleasant environment for residents. I hope the issue can be resolved soon.,High,2025-01-12,English,Yes
2025-07-03 14:04:00,Karnataka,Hubballi,Roads & Traffic,Poor,"कृपया इस समस्या पर ध्यान दें। Street lights are not working properly near Hubballi, making the road unsafe after dark.",Low,2025-05-31,Hindi,Already resolved
2026-09-07 00:00:00,Dadra and Nagar Haveli and Daman and Diu,Daman,Healthcare,Good,Residents in Daman need easier access to primary healthcare services.,Medium,2026-08-20,English,Yes
2025-07-18 08:52:00,Meghalaya,Nongpoh,Sanitation & Waste,Poor,"Garbage has not been collected regularly near Nongpoh, and waste is accumulating. Please provide an update on the issue.",High,2025-06-09,English,Yes
2026-05-03 06:56:00,Chandigarh,Chandigarh,Other Public Services,Good,कृपया इस समस्या पर ध्यान दें। The complaint handling process in Chandigarh could be faster and easier to track.,Medium,2026-04-08,Hindi,Yes
2026-08-16 06:30:00,Kerala,Thrissur,Water Supply,Poor,There has been an irregular water supply in the Thrissur area for the past few days. Please provide an update on the issue.,High,2026-07-18,English,Yes
2025-04-13 23:33:00,Haryana,Hisar,Water Supply,Very Poor,"Residents near Hisar are facing water shortages, especially in the morning. This needs attention from the concerned department.",Medium,2025-03-29,English,Yes
2026-04-16 03:27:00,Arunachal Pradesh,Pasighat,Electricity,Very Good,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. The electricity voltage near Pasighat is unstable and appliances are being affected. Please provide an update on the issue.,Medium,2026-03-02,Telugu,Yes
2025-06-02 09:29:00,Lakshadweep,Kavaratti,Police & Public Safety,Good,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. Traffic enforcement around Kavaratti should be improved during busy hours. Please provide an update on the issue.,Medium,2025-05-22,Malayalam,Yes
2026-04-04 20:17:00,Uttar Pradesh,Noida,Government Documents,Average,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. There is a delay in processing document applications in Noida. I request the concerned authority to take action.,Low,2026-03-30,Kannada,Yes
2026-09-07 00:00:00,Sikkim,Namchi,Government Documents,Average,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. The certificate service near Namchi requires too many visits and could be made easier. Please look into this issue.,Low,2026-09-04,Malayalam,Already resolved
2025-04-13 11:56:00,Manipur,Thoubal,Electricity,Poor,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. We have been waiting for an electricity connection or service update in Thoubal. I request the concerned authority to take action.,Medium,2025-04-09,Malayalam,Yes
2025-01-30 00:27:00,Kerala,Thiruvananthapuram,Government Documents,Very Poor,The online government service for residents of Thiruvananthapuram needs better reliability. Please provide an update on the issue.,Medium,2025-01-02,English,Yes
2025-10-12 06:12:00,Madhya Pradesh,Bhopal,Electricity,Very Poor,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. There appears to be an issue with the electricity bill for the Bhopal area.,High,2025-09-07,Telugu,Yes
2025-07-04 01:06:00,Karnataka,Mangaluru,Sanitation & Waste,Very Good,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. The drainage near Mangaluru needs cleaning because water is stagnating after rain. This needs attention from the concerned department.,High,2025-06-29,Malayalam,Yes
2026-02-07 14:30:00,Uttar Pradesh,Varanasi,Sanitation & Waste,Good,"Garbage has not been collected regularly near Varanasi, and waste is accumulating. Please provide an update on the issue.",Medium,2026-01-02,English,Yes
2025-02-16 08:51:00,Andhra Pradesh,Guntur,Education,Average,Students in Guntur are facing delays in scholarship-related services. This needs attention from the concerned department.,High,2025-02-12,English,Yes
2025-09-20 16:27:00,Tripura,Agartala,Education,Good,कृपया इस समस्या पर ध्यान दें। Students in Agartala are facing delays in scholarship-related services. This needs attention from the concerned department.,Medium,2025-08-24,Hindi,Already resolved
2025-07-26 13:55:00,Punjab,Amritsar,Other Public Services,Average,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. Residents in Amritsar need a clearer way to follow up on civic service complaints.,Low,2025-07-18,Kannada,Already resolved
2026-09-05 04:39:00,Himachal Pradesh,Shimla,Education,Good,Students in Shimla are facing delays in scholarship-related services.,High,2026-08-18,English,Already resolved
2025-12-19 13:38:00,Goa,Vasco da Gama,Water Supply,Poor,"Residents near Vasco da Gama are facing water shortages, especially in the morning. I request the concerned authority to take action.",Medium,2025-12-16,English,No
2025-09-10 04:46:00,Bihar,Gaya,Government Documents,Average,The certificate service near Gaya requires too many visits and could be made easier. I hope the issue can be resolved soon.,High,2025-08-09,English,Already resolved
2026-02-20 11:19:00,Assam,Guwahati,Sanitation & Waste,Very Good,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. Waste disposal near Guwahati is creating an unpleasant environment for residents.,High,2026-01-12,Malayalam,No
2025-02-20 01:19:00,Goa,Margao,Government Documents,Very Good,कृपया इस समस्या पर ध्यान दें। My government document application from Margao has been delayed beyond the expected time. This needs attention from the concerned department.,Low,2025-02-05,Hindi,Yes
2025-10-21 07:26:00,Nagaland,Dimapur,Government Documents,Very Poor,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். My government document application from Dimapur has been delayed beyond the expected time.,High,2025-10-08,Tamil,Yes
2026-01-05 18:21:00,Puducherry,Oulgaret,Electricity,Poor,The electricity voltage near Oulgaret is unstable and appliances are being affected. Please provide an update on the issue.,High,2025-12-19,English,Already resolved
2025-10-31 15:41:00,Gujarat,Rajkot,Other Public Services,Good,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. Residents in Rajkot need a clearer way to follow up on civic service complaints. I hope the issue can be resolved soon.,Low,2025-10-27,Telugu,Yes
2025-03-03 00:56:00,Himachal Pradesh,Shimla,Sanitation & Waste,Very Good,"कृपया इस समस्या पर ध्यान दें। Garbage has not been collected regularly near Shimla, and waste is accumulating. I hope the issue can be resolved soon.",Medium,2025-01-26,Hindi,No
2026-03-04 19:24:00,Andhra Pradesh,Visakhapatnam,Public Transport,Average,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. The bus stop near Visakhapatnam needs better cleanliness and maintenance. This needs attention from the concerned department.,Critical,2026-03-03,Kannada,Already resolved
2026-09-07 00:00:00,Telangana,Warangal,Healthcare,Very Good,"The healthcare service near Warangal was helpful, but staffing appears to be limited. I request the concerned authority to take action.",Medium,2026-08-21,English,Yes
2025-12-25 17:34:00,Arunachal Pradesh,Naharlagun,Electricity,Poor,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. Power cuts in the Naharlagun area are frequent and are affecting daily work.,High,2025-11-12,Malayalam,No
2026-01-06 21:25:00,Punjab,Jalandhar,Roads & Traffic,Poor,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. Traffic congestion around Jalandhar is getting worse and better traffic management is needed. This needs attention from the concerned department.,Medium,2025-12-31,Telugu,Yes
2026-08-16 11:12:00,Assam,Silchar,Police & Public Safety,Good,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். The police response near Silchar was delayed and the issue needs attention. I request the concerned authority to take action.,High,2026-08-03,Tamil,Yes
2026-01-13 02:32:00,Chandigarh,Chandigarh,Education,Good,The educational facility near Chandigarh needs better maintenance and support services. Please provide an update on the issue.,Medium,2026-01-04,English,Yes
2025-03-07 21:42:00,Dadra and Nagar Haveli and Daman and Diu,Daman,Healthcare,Good,The government hospital near Daman needs better availability of essential medicines. I hope the issue can be resolved soon.,Low,2025-02-03,English,Yes
2025-08-15 00:13:00,Rajasthan,Kota,Government Documents,Good,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். The online government service for residents of Kota needs better reliability. Please look into this issue.,Medium,2025-07-16,Tamil,Yes
2025-12-13 11:13:00,Jharkhand,Ranchi,Sanitation & Waste,Very Good,"Garbage has not been collected regularly near Ranchi, and waste is accumulating. I hope the issue can be resolved soon.",High,2025-11-10,English,Yes
2025-05-18 00:20:00,Jammu and Kashmir,Anantnag,Public Transport,Good,Buses on the route near Anantnag are irregular and commuters are waiting for a long time.,Medium,2025-05-01,English,Yes
2025-01-05 08:32:00,Andaman and Nicobar Islands,Port Blair,Electricity,Good,We have been waiting for an electricity connection or service update in Port Blair. Please look into this issue.,High,2025-01-03,English,Already resolved
2025-12-10 10:20:00,Himachal Pradesh,Dharamshala,Healthcare,Average,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. The government hospital near Dharamshala needs better availability of essential medicines. Please provide an update on the issue.,Low,2025-11-30,Telugu,Yes
2026-09-04 14:03:00,Jharkhand,Dhanbad,Sanitation & Waste,Average,"Garbage has not been collected regularly near Dhanbad, and waste is accumulating.",Medium,2026-08-01,English,Yes
2026-03-25 03:06:00,Bihar,Gaya,Water Supply,Poor,A water pipeline appears to be leaking near Gaya and needs repair. I request the concerned authority to take action.,Low,2026-03-18,English,Yes
2026-03-02 04:07:00,Karnataka,Mangaluru,Roads & Traffic,Average,"ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. Vehicles are frequently parked on the road near Mangaluru, causing unnecessary congestion.",High,2026-02-26,Malayalam,Yes
2025-03-17 22:13:00,Uttarakhand,Haldwani,Government Documents,Very Poor,कृपया इस समस्या पर ध्यान दें। The certificate service near Haldwani requires too many visits and could be made easier.,High,2025-03-07,Hindi,Yes
2026-03-17 14:57:00,Arunachal Pradesh,Itanagar,Education,Average,Students in Itanagar are facing delays in scholarship-related services. I hope the issue can be resolved soon.,High,2026-02-04,English,Yes
2025-07-04 16:01:00,Madhya Pradesh,Gwalior,Government Documents,Poor,The online government service for residents of Gwalior needs better reliability. I hope the issue can be resolved soon.,Medium,2025-06-23,English,Yes
2025-02-04 23:39:00,Bihar,Muzaffarpur,Electricity,Average,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. We have been waiting for an electricity connection or service update in Muzaffarpur. This needs attention from the concerned department.,Critical,2025-01-14,Kannada,No
2026-05-30 02:01:00,Karnataka,Belagavi,Public Transport,Average,Public transport services near Belagavi should be more frequent during peak hours. This needs attention from the concerned department.,Low,2026-05-19,English,Already resolved
2026-09-07 00:00:00,Haryana,Gurugram,Sanitation & Waste,Average,"దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. Garbage has not been collected regularly near Gurugram, and waste is accumulating. This needs attention from the concerned department.",High,2026-08-10,Telugu,No
2026-03-27 07:40:00,Goa,Vasco da Gama,Healthcare,Average,"தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். The healthcare service near Vasco da Gama was helpful, but staffing appears to be limited. Please look into this issue.",High,2026-03-11,Tamil,Yes
2025-07-31 17:03:00,Ladakh,Leh,Water Supply,Average,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். The water supplied in Leh sometimes has an unusual smell and should be checked. I request the concerned authority to take action.,Low,2025-06-25,Tamil,Yes
2025-10-06 01:19:00,Chhattisgarh,Durg,Water Supply,Average,कृपया इस समस्या पर ध्यान दें। A water pipeline appears to be leaking near Durg and needs repair.,High,2025-09-27,Hindi,Yes
